LoanID,Ally ID,RecipientID,RecipientType,LoanAmount,IssueDate,LoanType,DisbursementMeans,Status
113,433433333314,433433333314,Ally,4000,16/04/2024 21:35:21,XIMPLE FIJO,Pre-Cash,CANCELADO
114,433433333314,179,Client,4000,30/04/2024 21:37:26,XIMPLE FIJO,Pre-Cash,ACTIVO
139,433433333387,433433333387,Ally,4000,30/04/2024 15:33:47,XIMPLE FIJO,Pre-Cash,CANCELADO
141,433433333362,174,Client,2000,31/03/2024 15:37:33,XIMPLE FIJO,Pre-Cash,CANCELADO
148,433433333373,175,Client,4000,17/03/2024 15:52:39,XIMPLE FIJO,Pre-Cash,CANCELADO
149,433433333373,176,Client,2000,17/03/2024 15:48:54,XIMPLE FIJO,Pre-Cash,CANCELADO
160,433433333374,189,Client,4000,18/03/2024 21:08:36,XIMPLE FIJO,Pre-Cash,CANCELADO
161,433433333374,188,Client,4000,18/03/2024 21:07:19,XIMPLE FIJO,Pre-Cash,CANCELADO
163,433433333374,433433333374,Ally,2000,19/03/2024 21:41:26,XIMPLE FIJO,Pre-Cash,CANCELADO
164,433433333374,433433333374,Ally,4000,10/05/2024 21:43:17,XIMPLE FIJO,Pre-Cash,CANCELADO
167,433433333362,190,Client,4000,06/05/2024 21:51:46,XIMPLE FIJO,Pre-Cash,CANCELADO
168,433433333362,173,Client,4000,19/04/2024 21:50:33,XIMPLE FIJO,Pre-Cash,CANCELADO
200,433433333373,176,Client,4000,30/04/2024 23:18:57,XIMPLE FIJO,Pre-Cash,CANCELADO
201,433433333373,178,Client,4000,30/04/2024 23:22:20,XIMPLE FIJO,Pre-Cash,CANCELADO
207,433433333375,203,Client,2000,17/03/2024 01:51:17,XIMPLE FIJO,Pre-Cash,CANCELADO
211,433433333375,204,Client,4000,17/03/2024 02:10:50,XIMPLE FIJO,Pre-Cash,CANCELADO
214,433433333387,177,Client,4000,30/04/2024 16:37:09,XIMPLE FIJO,Pre-Cash,CANCELADO
218,433433333362,190,Client,2000,14/03/2024 02:36:58,XIMPLE FIJO,Pre-Cash,CANCELADO
232,433433333300,433433333300,Ally,4000,19/05/2024 13:11:27,XIMPLE FIJO,Pre-Cash,ACTIVO
235,433433333374,189,Client,4000,10/05/2024 21:45:00,XIMPLE FIJO,Pre-Cash,CANCELADO
255,433433333375,433433333375,Ally,4000,17/03/2024 02:18:27,XIMPLE FIJO,Pre-Cash,CANCELADO
269,433433333362,433433333362,Ally,4000,31/03/2024 23:17:10,XIMPLE FIJO,Pre-Cash,CANCELADO
282,433433333314,222,Client,4000,19/05/2024 19:45:15,XIMPLE FIJO,Pre-Cash,ACTIVO
293,433433333329,433433333329,Ally,4000,19/05/2024 22:48:41,XIMPLE FIJO,Pre-Cash,CANCELADO
325,433433333362,239,Client,2000,16/04/2024 18:32:33,XIMPLE FIJO,Pre-Cash,CANCELADO
330,433433333373,433433333373,Ally,2000,30/04/2024 21:13:24,XIMPLE FIJO,Pre-Cash,CANCELADO
333,433433333360,433433333360,Ally,4000,15/04/2024 10:44:10,XIMPLE FIJO,Pre-Cash,CANCELADO
337,433433333326,433433333326,Ally,2000,19/05/2024 11:14:52,XIMPLE FIJO,Pre-Cash,CANCELADO
347,433433333314,260,Client,4000,29/05/2024 12:54:03,XIMPLE FIJO,Pre-Cash,ACTIVO
349,433433333449,433433333449,Ally,2000,29/05/2024 12:55:17,XIMPLE FIJO,Pre-Cash,ACTIVO
355,433433333430,433433333430,Ally,2000,24/05/2024 12:43:37,XIMPLE FIJO,Pre-Cash,CANCELADO
367,433433333314,264,Client,4000,08/04/2024 15:36:36,XIMPLE FIJO,Pre-Cash,CANCELADO
375,433433333374,433433333374,Ally,2000,19/03/2024 13:19:29,XIMPLE FIJO,Pre-Cash,CANCELADO
376,433433333374,188,Client,4000,14/03/2024 13:23:04,XIMPLE FIJO,Pre-Cash,CANCELADO
388,433433333300,242,Client,2000,31/05/2024 00:27:36,XIMPLE FIJO,Pre-Cash,ACTIVO
389,433433333315,433433333315,Ally,10000,08/04/2024 13:14:39,XIMPLE FIJO,Pre-Cash,CANCELADO
392,433433333362,174,Client,2000,16/05/2024 14:43:56,XIMPLE FIJO,Pre-Cash,CANCELADO
393,433433333362,238,Client,2000,16/05/2024 14:45:49,XIMPLE FIJO,Pre-Cash,CANCELADO
411,433433333387,433433333387,Ally,4000,12/06/2024 16:17:58,XIMPLE FIJO,Pre-Cash,CANCELADO
414,433433333314,433433333314,Ally,4000,12/06/2024 19:58:05,XIMPLE FIJO,Pre-Cash,ACTIVO
415,433433333362,173,Client,4000,13/06/2024 19:15:16,XIMPLE FIJO,Pre-Cash,ACTIVO
418,433433333362,433433333362,Ally,4000,13/06/2024 23:49:54,XIMPLE FIJO,Pre-Cash,ACTIVO
425,433433333450,433433333450,Ally,4000,14/06/2024 17:48:44,XIMPLE FIJO,Pre-Cash,CANCELADO
427,433433333362,305,Client,2000,16/06/2024 18:15:26,XIMPLE FIJO,Pre-Cash,CANCELADO
428,433433333362,303,Client,4000,16/06/2024 19:20:21,XIMPLE FIJO,Pre-Cash,CANCELADO
429,433433333362,308,Client,4000,16/06/2024 19:28:25,XIMPLE FIJO,Pre-Cash,CANCELADO
430,433433333436,433433333436,Ally,4000,24/05/2024 00:59:24,XIMPLE FIJO,Pre-Cash,CANCELADO
434,433433333362,239,Client,2000,18/06/2024 09:16:41,XIMPLE FIJO,Pre-Cash,CANCELADO
438,433433333375,203,Client,3000,18/06/2024 15:55:01,XIMPLE FIJO,Pre-Cash,ACTIVO
440,433433333375,433433333375,Ally,4000,19/06/2024 16:07:43,XIMPLE FIJO,Pre-Cash,ACTIVO
448,433433333362,433433333362,Ally,4000,24/06/2024 12:05:43,XIMPLE FIJO,Pre-Cash,ACTIVO
450,433433333550,433433333550,Ally,1000,24/06/2024 13:33:22,XIMPLE OPTIMIZA,Pre-Cash,CANCELADO
460,433433333512,433433333512,Ally,2000,26/06/2024 15:46:46,XIMPLE FIJO,Pre-Cash,CANCELADO
471,433433333676,433433333676,Ally,2000,30/06/2024 15:01:58,XIMPLE OPTIMIZA,Pre-Cash,CANCELADO
477,433433333375,433433333375,Ally,3300,02/07/2024 9:31:22,XIMPLE FIJO,Pre-Cash,ACTIVO
478,433433333375,556,Client,2000,02/07/2024 13:22:13,XIMPLE FIJO,Pre-Cash,ACTIVO
480,433433333401,433433333401,Ally,1000,03/07/2024 13:47:24,XIMPLE OPTIMIZA,Pre-Cash,ACTIVO
483,433433333373,433433333373,Ally,4000,05/07/2024 12:20:37,XIMPLE FIJO,Pre-Cash,CANCELADO
486,433433333658,433433333658,Ally,2000,05/07/2024 16:42:25,XIMPLE FIJO,Pre-Cash,CANCELADO
487,433433333872,433433333872,Ally,1000,05/07/2024 18:41:25,XIMPLE OPTIMIZA,Pre-Cash,CANCELADO
488,433433333326,433433333326,Ally,2000,05/07/2024 18:41:21,XIMPLE FIJO,Pre-Cash,CANCELADO
495,433433333360,433433333360,Ally,4000,08/07/2024 17:53:06,XIMPLE FIJO,Pre-Cash,CANCELADO
499,433433333374,433433333374,Ally,4000,09/07/2024 15:11:35,XIMPLE FIJO,Pre-Cash,CANCELADO
511,433433333436,433433333436,Ally,2900,11/07/2024 21:47:43,XIMPLE FIJO,Pre-Cash,CANCELADO
512,433433333362,238,Client,2000,11/07/2024 21:54:48,XIMPLE FIJO,Pre-Cash,ACTIVO
515,433433333326,433433333326,Ally,2000,12/07/2024 22:05:45,XIMPLE FIJO,Pre-Cash,CANCELADO
519,433433333550,433433333550,Ally,1250,13/07/2024 16:53:20,XIMPLE OPTIMIZA,Pre-Cash,CANCELADO
524,433433333329,433433333329,Ally,2400,15/07/2024 13:53:47,XIMPLE FIJO,Pre-Cash,CANCELADO
534,433433333373,433433333373,Ally,4000,16/07/2024 13:53:21,XIMPLE FIJO,Pre-Cash,CANCELADO
553,433433333326,433433333326,Ally,1000,17/07/2024 17:32:38,XIMPLE FIJO,Pre-Cash,CANCELADO
565,433433333374,1230,Client,4000,17/07/2024 15:32:56,XIMPLE FIJO,STP,CANCELADO
567,433433333959,433433333959,Ally,1000,18/07/2024 18:01:03,XIMPLE FIJO,STP,CANCELADO
572,433433333375,1254,Client,3000,19/07/2024 11:56:41,XIMPLE FIJO,STP,ACTIVO
573,433433333114,433433333114,Ally,1000,19/07/2024 12:57:21,XIMPLE FIJO,STP,ACTIVO
576,433433333512,433433333512,Ally,2500,19/07/2024 14:40:06,XIMPLE FIJO,MERCANCIA,CANCELADO
578,433433333374,433433333374,Ally,6000,19/07/2024 17:04:27,XIMPLE FIJO,STP,CANCELADO
583,433433333283,433433333283,Ally,2000,20/07/2024 10:04:52,XIMPLE FIJO,MERCANCIA,CANCELADO
588,433433333387,177,Client,4600,22/07/2024 08:48:03,XIMPLE FIJO,STP,ACTIVO
595,433433333387,433433333387,Ally,6700,23/07/2024 13:13:13,XIMPLE FIJO,STP,ACTIVO
600,433433333966,433433333966,Ally,1000,23/07/2024 18:48:28,XIMPLE OPTIMIZA,STP,ACTIVO
617,433433333373,176,Client,9000,25/07/2024 19:33:49,XIMPLE FIJO,STP,CANCELADO
632,433433334644,433433334644,Ally,1800,28/07/2024 11:56:09,XIMPLE FIJO,MERCANCIA,CANCELADO
638,433433334656,433433334656,Ally,4500,29/07/2024 13:06:09,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
640,433433333374,189,Client,6000,29/07/2024 12:22:15,XIMPLE FIJO,STP,CANCELADO
641,433433334480,433433334480,Ally,1000,29/07/2024 16:27:45,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
655,433433334678,433433334678,Ally,1000,31/07/2024 07:51:01,XIMPLE OPTIMIZA,PAGO46,ACTIVO
662,433433333329,433433333329,Ally,1100,01/08/2024 0:00:00,XIMPLE FIJO,STP,CANCELADO
666,433433333407,433433333407,Ally,1000,01/08/2024 12:13:55,XIMPLE OPTIMIZA,PAGO46,ACTIVO
669,433433334669,433433334669,Ally,15000,30/07/2024 14:54:32,XIMPLE FIJO,STP,CANCELADO
672,433433334664,433433334664,Ally,49000,30/07/2024 15:01:41,XIMPLE FIJO,STP,CANCELADO
676,433433333326,433433333326,Ally,3000,01/08/2024 0:00:00,XIMPLE FIJO,STP,ACTIVO
684,433433334569,433433334569,Ally,1000,01/08/2024 5:08:37,XIMPLE OPTIMIZA,,CANCELADO
689,433433333362,1551,Client,3000,02/08/2024 0:00:00,XIMPLE FIJO,STP,ACTIVO
698,433433333872,433433333872,Ally,1971,04/08/2024 0:00:00,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
699,433433333512,433433333512,Ally,1390,04/08/2024 0:00:00,XIMPLE FIJO,MERCANCIA,CANCELADO
709,433433333436,433433333436,Ally,2400,06/08/2024 0:00:00,XIMPLE FIJO,STP,CANCELADO
719,433433333190,433433333190,Ally,1066,07/08/2024 12:35:17,XIMPLE FIJO,MERCANCIA,CANCELADO
722,433433333374,1618,Client,4000,07/08/2024 0:00:00,XIMPLE FIJO,STP,CANCELADO
723,433433333375,433433333375,Ally,1600,07/08/2024 0:00:00,XIMPLE FIJO,STP,ACTIVO
749,433433334855,433433334855,Ally,1000,10/08/2024 15:04:07,XIMPLE FIJO,MERCANCIA,ACTIVO
757,433433334552,433433334552,Ally,1200,12/08/2024 0:00:00,XIMPLE FIJO,STP,ACTIVO
765,433433333512,433433333512,Ally,1055,12/08/2024 18:30:18,XIMPLE FIJO,MERCANCIA,CANCELADO
766,433433334881,433433334881,Ally,1000,12/08/2024 0:00:00,XIMPLE FIJO,STP,CANCELADO
781,433433333329,433433333329,Ally,1400,14/08/2024 00:00:00,XIMPLE FIJO,STP,CANCELADO
788,433433334477,433433334477,Ally,1000,14/08/2024 13:00:41,XIMPLE FIJO,MERCANCIA,CANCELADO
795,433433334985,433433334985,Ally,1000,14/08/2024 00:00:00,XIMPLE FIJO,STP,ACTIVO
802,433433334996,433433334996,Ally,1000,14/08/2024 00:00:00,XIMPLE FIJO,STP,CANCELADO
821,433433334911,433433334911,Ally,2000,15/08/2024 00:00:00,XIMPLE OPTIMIZA,STP,CANCELADO
5022,433433334366,433433334366,Ally,1000,16/08/2024 17:38:02,XIMPLE FIJO,MERCANCIA,CANCELADO
5028,433433334047,433433334047,Ally,2000,16/08/2024 20:04:48,XIMPLE FIJO,STP,CANCELADO
5032,433433333932,433433333932,Ally,1000,17/08/2024 17:41:23,XIMPLE FIJO,MERCANCIA,CANCELADO
5036,433433333948,433433333948,Ally,1365,18/08/2024 11:58:59,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5057,433433333450,433433333450,Ally,5000,19/08/2024 16:20:16,XIMPLE FIJO,STP,CANCELADO
5060,433433334729,433433334729,Ally,1000,19/08/2024 17:42:49,XIMPLE FIJO,MERCANCIA,CANCELADO
5064,433433334092,433433334092,Ally,4000,19/08/2024 19:32:33,XIMPLE OPTIMIZA,STP,CANCELADO
5066,433433334004,433433334004,Ally,1000,19/08/2024 19:53:50,XIMPLE FIJO,STP,ACTIVO
5071,433433334389,433433334389,Ally,1000,20/08/2024 11:45:29,XIMPLE FIJO,STP,ACTIVO
5073,433433334514,433433334514,Ally,1000,20/08/2024 00:00:00,XIMPLE FIJO,MERCANCIA,CANCELADO
5077,433433333430,433433333430,Ally,2000,20/08/2024 16:15:33,XIMPLE OPTIMIZA,STP,CANCELADO
5081,433433334999,433433334999,Ally,1000,21/08/2024 11:29:44,XIMPLE FIJO,MERCANCIA,CANCELADO
5095,433433334149,433433334149,Ally,1000,22/08/2024 11:11:03,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5099,433433333436,433433333436,Ally,2300,22/08/2024 14:59:58,XIMPLE FIJO,STP,CANCELADO
5101,433433334095,433433334095,Ally,1000,22/08/2024 15:43:14,XIMPLE FIJO,MERCANCIA,CANCELADO
5106,433433333373,433433333373,Ally,3800,22/08/2024 20:44:50,XIMPLE FIJO,STP,CANCELADO
5126,433433333183,433433333183,Ally,2000,23/08/2024 13:00:50,XIMPLE FIJO,STP,ACTIVO
5135,433433334182,433433334182,Ally,2000,23/08/2024 12:16:27,XIMPLE FIJO,STP,ACTIVO
5193,433433333511,433433333511,Ally,1000,23/08/2024 15:08:52,XIMPLE FIJO,STP,ACTIVO
5206,433433334107,433433334107,Ally,2000,23/08/2024 15:43:39,XIMPLE FIJO,STP,CANCELADO
5207,433433334703,433433334703,Ally,2000,23/08/2024 15:57:46,XIMPLE FIJO,STP,ACTIVO
5216,433433334881,433433334881,Ally,1000,23/08/2024 16:19:45,XIMPLE OPTIMIZA,STP,CANCELADO
5226,433433334191,433433334191,Ally,2000,23/08/2024 16:36:07,XIMPLE FIJO,STP,ACTIVO
5227,433433334709,433433334709,Ally,2000,23/08/2024 17:06:13,XIMPLE FIJO,STP,CANCELADO
5229,433433333966,433433333966,Ally,1200,23/08/2024 17:20:54,XIMPLE FIJO,STP,ACTIVO
5238,433433334678,433433334678,Ally,1000,23/08/2024 15:01:06,XIMPLE FIJO,PAGO46,ACTIVO
5241,433433334421,433433334421,Ally,2000,23/08/2024 20:06:58,XIMPLE FIJO,STP,CANCELADO
5258,433433333190,433433333190,Ally,1464,24/08/2024 13:36:20,XIMPLE FIJO,MERCANCIA,CANCELADO
5279,433433334267,433433334267,Ally,1000,25/08/2024 10:28:07,XIMPLE FIJO,MERCANCIA,CANCELADO
5282,433433333932,433433333932,Ally,1000,25/08/2024 16:30:16,XIMPLE FIJO,MERCANCIA,CANCELADO
5291,433433333114,433433333114,Ally,1000,26/08/2024 00:00:00,XIMPLE FIJO,STP,ACTIVO
5293,433433333511,433433333511,Ally,1000,26/08/2024 00:00:00,XIMPLE FIJO,STP,ACTIVO
5300,433433334985,433433334985,Ally,1000,26/08/2024 00:00:00,XIMPLE FIJO,STP,ACTIVO
5306,433433334996,433433334996,Ally,1000,26/08/2024 09:02:32,XIMPLE FIJO,STP,CANCELADO
5309,433433334281,433433334281,Ally,1000,26/08/2024 10:12:36,XIMPLE FIJO,STP,CANCELADO
5311,433433334480,433433334480,Ally,1095,26/08/2024 10:46:58,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5313,433433333959,433433333959,Ally,1200,26/08/2024 12:03:13,XIMPLE FIJO,STP,CANCELADO
5317,433433334285,433433334285,Ally,2000,26/08/2024 13:12:53,XIMPLE FIJO,STP,ACTIVO
5319,433433334077,433433334077,Ally,2000,26/08/2024 06:52:29,XIMPLE FIJO,STP,CANCELADO
5320,433433334773,433433334773,Ally,1000,26/08/2024 13:43:12,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5324,433433334519,433433334519,Ally,1000,26/08/2024 13:58:14,XIMPLE FIJO,STP,CANCELADO
5329,433433333329,433433333329,Ally,2000,24/08/2024 09:21:52,XIMPLE FIJO,PAGO46,CANCELADO
5338,433433334573,433433334573,Ally,2000,26/08/2024 16:41:25,XIMPLE FIJO,STP,CANCELADO
5343,433433334260,433433334260,Ally,2000,26/08/2024 18:40:08,XIMPLE FIJO,STP,ACTIVO
5348,433433334669,433433334669,Ally,2000,26/08/2024 19:34:22,XIMPLE FIJO,STP,CANCELADO
5351,433433334389,433433334389,Ally,1000,27/08/2024 06:48:53,XIMPLE FIJO,STP,ACTIVO
5368,433433334226,433433334226,Ally,20000,27/08/2024 14:32:14,XIMPLE FIJO,STP,ACTIVO
5371,433433335340,433433335340,Ally,2000,27/08/2024 15:00:37,XIMPLE FIJO,STP,CANCELADO
5381,433433333894,433433333894,Ally,1547,27/08/2024 17:00:04,XIMPLE FIJO,MERCANCIA,CANCELADO
5387,433433334228,433433334228,Ally,2000,27/08/2024 18:19:25,XIMPLE FIJO,STP,ACTIVO
5394,433433333042,433433333042,Ally,2000,28/08/2024 09:42:25,XIMPLE FIJO,STP,ACTIVO
5401,433433334704,433433334704,Ally,1690,28/08/2024 11:59:50,XIMPLE FIJO,MERCANCIA,CANCELADO
5406,433433334261,433433334261,Ally,2000,28/08/2024 15:59:09,XIMPLE FIJO,STP,CANCELADO
5415,433433333865,433433333865,Ally,2000,26/08/2024 16:41:56,XIMPLE FIJO,STP,ACTIVO
5418,433433334911,433433334911,Ally,1000,28/08/2024 16:44:01,XIMPLE FIJO,STP,CANCELADO
5427,433433334047,433433334047,Ally,1000,29/08/2024 10:42:15,XIMPLE FIJO,STP,CANCELADO
5437,433433333086,433433333086,Ally,1809,29/08/2024 12:40:39,XIMPLE FIJO,MERCANCIA,CANCELADO
5440,433433334945,433433334945,Ally,2000,29/08/2024 12:41:02,XIMPLE FIJO,STP,CANCELADO
5459,433433333374,433433333374,Ally,4000,29/08/2024 14:31:01,XIMPLE FIJO,STP,CANCELADO
5463,433433333550,433433333550,Ally,2198,29/08/2024 15:55:32,XIMPLE FIJO,MERCANCIA,CANCELADO
5464,433433335306,433433335306,Ally,8000,29/08/2024 15:59:01,XIMPLE FIJO,STP,ACTIVO
5466,433433335304,433433335304,Ally,8000,29/08/2024 16:00:24,XIMPLE FIJO,STP,ACTIVO
5470,433433335330,433433335330,Ally,2000,29/08/2024 17:10:27,XIMPLE FIJO,PAGO46,CANCELADO
5498,433433333743,433433333743,Ally,1000,30/08/2024 12:43:12,XIMPLE FIJO,MERCANCIA,CANCELADO
5512,433433334366,433433334366,Ally,1000,30/08/2024 17:41:05,XIMPLE FIJO,MERCANCIA,CANCELADO
5524,433433334519,433433334519,Ally,1000,30/08/2024 20:46:40,XIMPLE FIJO,STP,CANCELADO
5536,433433334107,433433334107,Ally,2000,01/09/2024 12:55:14,XIMPLE FIJO,STP,ACTIVO
5537,433433333872,433433333872,Ally,1032,01/09/2024 13:49:21,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5563,433433333436,2383,Client,2600,02/09/2024 0:00:00,XIMPLE FIJO,STP,CANCELADO
5584,433433333283,433433333283,Ally,1324,02/09/2024 13:06:10,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5589,433433334149,433433334149,Ally,1000,02/09/2024 0:00:00,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5601,433433334281,433433334281,Ally,1200,02/09/2024 17:47:23,XIMPLE FIJO,STP,ACTIVO
5604,433433333329,433433333329,Ally,1300,02/09/2024 17:59:37,XIMPLE FIJO,STP,CANCELADO
5622,433433333374,2428,Client,4000,03/09/2024 11:20:55,XIMPLE FIJO,STP,CANCELADO
5623,433433333596,433433333596,Ally,2000,03/09/2024 12:30:11,XIMPLE FIJO,MERCANCIA,CANCELADO
5627,433433335567,433433335567,Ally,1000,03/09/2024 13:40:53,XIMPLE OPTIMIZA,STP,CANCELADO
5628,433433333078,433433333078,Ally,1495,03/09/2024 14:10:15,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5648,433433334678,433433334678,Ally,1000,04/09/2024 12:31:32,XIMPLE OPTIMIZA,STP,ACTIVO
5653,433433334608,433433334608,Ally,2000,04/09/2024 16:21:04,XIMPLE FIJO,STP,CANCELADO
5654,433433334881,433433334881,Ally,2000,04/09/2024 16:53:14,XIMPLE FIJO,STP,CANCELADO
5659,433433333171,433433333171,Ally,2000,04/09/2024 18:03:22,XIMPLE OPTIMIZA,STP,CANCELADO
5667,433433334552,433433334552,Ally,1000,05/09/2024 11:39:24,XIMPLE FIJO,STP,ACTIVO
5702,433433335511,433433335511,Ally,2000,06/09/2024 12:02:34,XIMPLE FIJO,STP,ACTIVO
5704,433433334272,433433334272,Ally,2000,06/09/2024 12:14:11,XIMPLE FIJO,STP,CANCELADO
5713,433433333373,433433333373,Ally,4000,06/09/2024 15:30:09,XIMPLE FIJO,STP,CANCELADO
5714,433433335638,433433335638,Ally,2000,06/09/2024 15:40:03,XIMPLE FIJO,STP,CANCELADO
5715,433433334004,433433334004,Ally,1200,06/09/2024 16:08:18,XIMPLE OPTIMIZA,STP,ACTIVO
5735,433433334644,433433334644,Ally,1230,08/09/2024 13:03:28,XIMPLE FIJO,MERCANCIA,CANCELADO
5737,433433333948,433433333948,Ally,1699,08/09/2024 15:29:37,XIMPLE FIJO,MERCANCIA,CANCELADO
5750,433433335609,433433335609,Ally,7000,09/09/2024 8:39:56,XIMPLE FIJO,STP,ACTIVO
5757,433433335610,433433335610,Ally,1000,09/09/2024 0:00:00,XIMPLE OPTIMIZA,STP,ACTIVO
5759,433433335490,433433335490,Ally,2000,09/09/2024 11:17:24,XIMPLE FIJO,STP,ACTIVO
5770,433433335730,433433335730,Ally,1000,09/09/2024 14:00:03,XIMPLE FIJO,STP,CANCELADO
5771,433433335731,433433335731,Ally,8000,09/09/2024 13:59:32,XIMPLE FIJO,STP,ACTIVO
5773,433433335745,433433335745,Ally,16000,09/09/2024 13:59:49,XIMPLE FIJO,STP,CANCELADO
5782,433433333480,433433333480,Ally,1914,09/09/2024 16:27:22,XIMPLE FIJO,MERCANCIA,CANCELADO
5810,433433333512,433433333512,Ally,2695,10/09/2024 14:16:13,XIMPLE FIJO,MERCANCIA,CANCELADO
5816,433433335706,433433335706,Ally,1000,10/09/2024 16:41:07,XIMPLE FIJO,STP,CANCELADO
5827,433433335847,433433335847,Ally,10000,11/09/2024 10:24:22,XIMPLE FIJO,STP,ACTIVO
5829,433433333373,2721,Client,4800,11/09/2024 10:34:31,XIMPLE FIJO,STP,CANCELADO
5849,433433335847,433433335847,Ally,5000,12/09/2024 7:32:03,XIMPLE FIJO,STP,ACTIVO
5850,433433335722,433433335722,Ally,1500,12/09/2024 8:56:56,XIMPLE OPTIMIZA,STP,ACTIVO
5852,433433334514,433433334514,Ally,1000,12/09/2024 10:28:47,XIMPLE FIJO,MERCANCIA,ACTIVO
5853,433433335875,433433335875,Ally,1500,12/09/2024 10:55:54,XIMPLE FIJO,STP,ACTIVO
5860,433433335803,433433335803,Ally,1500,12/09/2024 12:48:34,XIMPLE OPTIMIZA,PAGO46,ACTIVO
5863,433433335800,433433335800,Ally,1000,12/09/2024 14:16:28,XIMPLE FIJO,STP,CANCELADO
5868,433433334962,433433334962,Ally,2000,12/09/2024 15:59:48,XIMPLE FIJO,STP,CANCELADO
5873,433433333436,433433333436,Ally,2500,12/09/2024 16:56:23,XIMPLE FIJO,STP,CANCELADO
5878,433433335938,433433335938,Ally,1000,12/09/2024 19:03:31,XIMPLE OPTIMIZA,PAGO46,ACTIVO
5882,433433335862,433433335862,Ally,1500,12/09/2024 21:06:15,XIMPLE FIJO,STP,ACTIVO
5885,433433334881,433433334881,Ally,1400,13/09/2024 06:05:03,XIMPLE FIJO,STP,CANCELADO
5904,433433334573,433433334573,Ally,1400,13/09/2024 14:25:00,XIMPLE OPTIMIZA,STP,CANCELADO
5916,433433335847,433433335847,Ally,5000,13/09/2024 18:21:15,XIMPLE FIJO,STP,ACTIVO
5917,433433335964,433433335964,Ally,1000,13/09/2024 00:00:00,XIMPLE FIJO,STP,CANCELADO
5920,433433335724,433433335724,Ally,1489,14/09/2024 14:37:55,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5922,433433334999,433433334999,Ally,1033,14/09/2024 15:54:46,XIMPLE FIJO,MERCANCIA,CANCELADO
5927,433433333190,433433333190,Ally,1492,16/09/2024 12:18:38,XIMPLE FIJO,MERCANCIA,CANCELADO
5930,433433333872,433433333872,Ally,1351,16/09/2024 15:21:55,XIMPLE OPTIMIZA,MERCANCIA,CANCELADO
5934,433433334421,433433334421,Ally,2000,17/09/2024 11:03:55,XIMPLE FIJO,STP,CANCELADO
5937,433433335938,433433335938,Ally,1000,17/09/2024 00:00:00,XIMPLE OPTIMIZA,STP,ACTIVO
5941,433433335585,433433335585,Ally,2000,17/09/2024 10:01:36,XIMPLE FIJO,STP,ACTIVO
5944,433433335730,433433335730,Ally,1500,17/09/2024 09:01:28,XIMPLE FIJO,STP,ACTIVO
5948,433433335567,433433335567,Ally,1000,17/09/2024 12:29:46,XIMPLE FIJO,STP,CANCELADO
5962,433433333374,433433333374,Ally,2800,17/09/2024 08:24:29,XIMPLE FIJO,STP,CANCELADO
5971,433433335003,433433335003,Ally,1500,17/09/2024 16:22:39,XIMPLE FIJO,PAGO46,CANCELADO
5975,433433335005,433433335005,Ally,1500,17/09/2024 17:05:29,XIMPLE OPTIMIZA,STP,ACTIVO
5988,433433335847,433433335847,Ally,5000,17/09/2024 07:09:20,XIMPLE FIJO,PAGO46,ACTIVO
5992,433433334047,433433334047,Ally,1000,17/09/2024 20:07:00,XIMPLE FIJO,STP,CANCELADO
5995,433433334996,433433334996,Ally,1100,17/09/2024 21:16:22,XIMPLE FIJO,STP,CANCELADO
6004,433433333374,3126,Client,2000,18/09/2024 09:35:03,XIMPLE FIJO,STP,CANCELADO
6006,433433335245,433433335245,Ally,37000,18/09/2024 10:20:49,XIMPLE FIJO,STP,ACTIVO
6007,433433335243,433433335243,Ally,16000,18/09/2024 10:24:43,XIMPLE FIJO,STP,ACTIVO
6015,433433335438,433433335438,Ally,3000,18/09/2024 13:27:08,XIMPLE FIJO,STP,CANCELADO
6017,433433335268,433433335268,Ally,40000,18/09/2024 13:52:28,XIMPLE FIJO,STP,ACTIVO
6023,433433334915,433433334915,Ally,1277,18/09/2024 15:24:33,XIMPLE FIJO,MERCANCIA,CANCELADO
6024,433433335162,433433335162,Ally,1500,18/09/2024 15:16:18,XIMPLE FIJO,STP,CANCELADO
6025,433433333042,433433333042,Ally,1000,18/09/2024 15:25:07,XIMPLE FIJO,STP,ACTIVO
6031,433433333373,3175,Client,3400,18/09/2024 17:00:29,XIMPLE FIJO,STP,CANCELADO
6036,433433335025,433433335025,Ally,1000,18/09/2024 00:00:00,XIMPLE FIJO,STP,ACTIVO
6058,433433335211,433433335211,Ally,3000,19/09/2024 09:56:55,XIMPLE FIJO,STP,CANCELADO
6080,433433335631,433433335631,Ally,1500,19/09/2024 08:54:54,XIMPLE FIJO,PAGO46,ACTIVO
