LoanID,Ally ID,RecipientID,RecipientType,LoanAmount,IssueDate,LoanType,DisbursementMeans,Status
12337,433433338992,433433338992,Ally,1475,14/02/2025 17:03:27,XIMPLE FIJO,MERCANCIA,ACTIVO
12347,433433339000,433433339000,Ally,1014,14/02/2025 18:55:58,XIMPLE OPTIMIZA,MERCANCIA,ACTIVO
12352,433433335232,433433335232,Ally,1972,15/02/2025 11:24:04,XIMPLE FIJO,MERCANCIA,ACTIVO
12360,433433335232,433433335232,Ally,1209,15/02/2025 14:08:38,XIMPLE FIJO,MERCANCIA,ACTIVO
12369,433433338036,433433338036,Ally,1175,15/02/2025 15:31:27,XIMPLE FIJO,MERCANCIA,ACTIVO
12385,433433339817,433433339817,Ally,1000,15/02/2025 22:05:02,XIMPLE FIJO,STP,ACTIVO
12387,433433334047,433433334047,Ally,1600,15/02/2025 22:27:54,XIMPLE FIJO,STP,ACTIVO
12389,433433334608,433433334608,Ally,1700,16/02/2025 08:12:08,XIMPLE FIJO,STP,ACTIVO
12396,433433335922,433433335922,Ally,800,16/02/2025 11:41:51,XIMPLE FIJO,STP,ACTIVO
12407,433433339711,433433339711,Ally,734,16/02/2025 14:54:45,XIMPLE FIJO,MERCANCIA,ACTIVO
12416,433433339474,433433339474,Ally,1300,16/02/2025 17:47:12,XIMPLE FIJO,MERCANCIA,ACTIVO
12436,433433339880,433433339880,Ally,1950,17/02/2025 10:42:49,XIMPLE FIJO,MERCANCIA,ACTIVO
12443,433433330761,433433330761,Ally,1500,17/02/2025 01:30:42,XIMPLE FIJO,MERCANCIA,ACTIVO
12445,433433337472,433433337472,Ally,700,17/02/2025 11:13:07,XIMPLE FIJO,STP,ACTIVO
12447,433433336725,433433336725,Ally,2800,17/02/2025 11:36:20,XIMPLE FIJO,STP,ACTIVO
12452,433433336847,433433336847,Ally,2200,17/02/2025 12:27:05,XIMPLE FIJO,STP,ACTIVO
12465,433433338023,433433338023,Ally,900,17/02/2025 11:14:29,XIMPLE FIJO,MERCANCIA,ACTIVO
12474,433433339510,433433339510,Ally,1240,17/02/2025 16:46:44,XIMPLE FIJO,MERCANCIA,ACTIVO
12482,433433333360,433433333360,Ally,2000,17/02/2025 17:20:23,XIMPLE FIJO,STP,ACTIVO
12512,433433334047,433433334047,Ally,1600,15/02/2025 00:00:00,XIMPLE FIJO,STP,ACTIVO
12530,433433333512,433433333512,Ally,7100,18/02/2025 10:35:34,XIMPLE FIJO,MERCANCIA,ACTIVO
12533,433433337680,433433337680,Ally,1500,18/02/2025 11:04:05,XIMPLE FIJO,STP,ACTIVO
12545,433433336542,433433336542,Ally,1500,18/02/2025 10:41:06,XIMPLE FIJO,Cashout BBVA,ACTIVO
12553,433433336469,433433336469,Ally,603,18/02/2025 13:30:24,XIMPLE FIJO,MERCANCIA,ACTIVO
12557,433433330687,433433330687,Ally,574,18/02/2025 13:41:09,XIMPLE FIJO,MERCANCIA,ACTIVO
12558,433433339147,433433339147,Ally,1141,18/02/2025 13:54:35,XIMPLE FIJO,MERCANCIA,ACTIVO
12561,433433330150,433433330150,Ally,700,18/02/2025 14:19:13,XIMPLE FIJO,MERCANCIA,ACTIVO
12567,433433333283,433433333283,Ally,2794,18/02/2025 15:36:26,XIMPLE OPTIMIZA,MERCANCIA,ACTIVO
12574,433433339103,433433339103,Ally,1004,18/02/2025 16:10:57,XIMPLE OPTIMIZA,MERCANCIA,ACTIVO
12584,433433339081,433433339081,Ally,1096,18/02/2025 17:57:02,XIMPLE FIJO,MERCANCIA,ACTIVO
12596,433433334272,433433334272,Ally,2800,18/02/2025 20:29:06,XIMPLE FIJO,STP,ACTIVO
12597,433433337794,433433337794,Ally,2800,18/02/2025 22:17:13,XIMPLE FIJO,STP,ACTIVO
12599,433433337870,433433337870,Ally,1600,19/02/2025 08:37:44,XIMPLE FIJO,STP,ACTIVO
12633,433433335724,433433335724,Ally,1000,19/02/2025 17:36:21,XIMPLE OPTIMIZA,MERCANCIA,ACTIVO
12649,433433330043,433433330043,Ally,1300,19/02/2025 19:53:12,XIMPLE FIJO,STP,ACTIVO
12650,433433339660,433433339660,Ally,960,20/02/2025 00:00:00,XIMPLE FIJO,Tarjeta,ACTIVO
12664,433433334704,433433334704,Ally,1340,20/02/2025 11:20:26,XIMPLE FIJO,MERCANCIA,ACTIVO
12666,433433336347,433433336347,Ally,2000,20/02/2025 11:25:21,XIMPLE FIJO,STP,ACTIVO
